area,area_name,education_category,tot_emp,pct_total ,emp_prse,h_mean,a_mean,mean_prse ,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90
  39660,"Rapid City, SD",Postsecondary nondegree award,"4,610",7.0,4.3,18.01,"37,460",2.2,11.23,13.50,16.90,21.65,27.48,"23,360","28,070","35,150","45,030","57,160"
  39660,"Rapid City, SD","Some college, no degree","2,260",3.4,3.0,15.37,"31,960",1.8,10.24,12.30,14.79,18.13,21.85,"21,300","25,570","30,770","37,720","45,450"
  39660,"Rapid City, SD",High school diploma or equivalent,"23,760",36.2,1.6,17.55,"36,510",1.2,10.14,12.26,15.67,20.89,27.75,"21,080","25,490","32,600","43,450","57,720"
  39660,"Rapid City, SD",No formal educational credential,"19,870",30.3,1.7,11.81,"24,560",0.8,9.10,9.51,10.80,12.71,15.56,"18,940","19,780","22,460","26,430","32,370"
  39740,"Reading, PA",Doctoral or professional degree,"3,870",2.2,7.5,59.14,"123,020",7.1,21.29,30.30,47.04,73.92,#,"44,270","63,020","97,840","153,760",#
  39740,"Reading, PA",Master's degree,"3,000",1.7,7.5,33.03,"68,700",4.5,14.53,21.05,29.78,42.38,55.01,"30,230","43,780","61,950","88,160","114,420"
  39740,"Reading, PA",Bachelor's degree,"28,800",16.7,3.5,37.59,"78,180",1.6,17.24,24.76,32.88,44.57,62.01,"35,850","51,490","68,380","92,710","128,980"
  39740,"Reading, PA",Associate's degree,"4,010",2.3,4.3,25.92,"53,910",2.8,12.99,18.49,25.48,32.31,38.61,"27,020","38,460","52,990","67,210","80,310"
  39740,"Reading, PA",Postsecondary nondegree award,"11,410",6.6,3.8,19.85,"41,290",2.1,11.82,14.37,18.38,24.30,29.97,"24,580","29,880","38,230","50,540","62,330"
  39740,"Reading, PA","Some college, no degree","4,100",2.4,4.7,16.07,"33,420",2.6,8.68,10.78,14.97,19.64,24.97,"18,040","22,420","31,140","40,840","51,930"
  39740,"Reading, PA",High school diploma or equivalent,"75,030",43.4,2.2,19.76,"41,100",1.3,10.19,13.14,18.01,23.88,30.94,"21,190","27,340","37,460","49,680","64,350"
  39740,"Reading, PA",No formal educational credential,"42,650",24.7,2.5,12.86,"26,750",2.1,8.16,9.09,11.26,15.36,19.77,"16,960","18,900","23,410","31,960","41,130"
  39820,"Redding, CA",Doctoral or professional degree,"1,590",2.5,22.7,63.63,"132,360",10.1,26.75,36.96,54.72,80.32,#,"55,630","76,890","113,810","167,070",#
  39820,"Redding, CA",Master's degree,"1,360",2.1,12.4,35.75,"74,370",7.0,12.41,20.00,33.60,47.73,60.54,"25,810","41,600","69,880","99,280","125,920"
  39820,"Redding, CA",Bachelor's degree,"11,180",17.3,3.5,38.35,"79,770",3.7,19.27,24.26,35.12,47.94,60.37,"40,080","50,460","73,050","99,710","125,570"
  39820,"Redding, CA",Associate's degree,"1,730",2.7,5.4,25.98,"54,040",6.6,12.31,15.59,23.05,33.77,45.87,"25,610","32,430","47,940","70,250","95,400"
  39820,"Redding, CA",Postsecondary nondegree award,"4,630",7.2,3.9,20.52,"42,680",2.6,12.49,14.78,18.77,24.75,30.82,"25,980","30,740","39,030","51,470","64,110"
  39820,"Redding, CA","Some college, no degree","1,960",3.0,9.2,17.05,"35,470",2.7,11.21,13.10,16.22,20.06,24.13,"23,310","27,250","33,730","41,730","50,190"
  39820,"Redding, CA",High school diploma or equivalent,"25,800",39.9,2.2,19.25,"40,040",2.3,10.59,11.83,16.20,22.98,30.98,"22,030","24,610","33,690","47,800","64,430"
  39820,"Redding, CA",No formal educational credential,"16,400",25.4,2.9,13.68,"28,450",1.5,10.34,10.69,11.71,14.62,20.24,"21,500","22,220","24,350","30,400","42,100"
  39900,"Reno, NV",Doctoral or professional degree,"5,180",2.3,4.2,65.43,"136,100",8.6,19.54,32.31,51.69,88.07,#,"40,650","67,200","107,520","183,180",#
  39900,"Reno, NV",Master's degree,"3,100",1.4,3.6,35.95,"74,780",3.4,18.36,25.09,30.65,44.34,57.77,"38,190","52,190","63,750","92,230","120,170"
  39900,"Reno, NV",Bachelor's degree,"38,920",17.4,1.7,37.93,"78,880",4.4,17.21,25.10,31.71,44.50,61.61,"35,790","52,210","65,950","92,550","128,160"
  39900,"Reno, NV",Associate's degree,"4,650",2.1,4.4,27.36,"56,910",3.1,14.24,18.75,25.23,34.28,43.52,"29,620","39,010","52,470","71,300","90,530"
  39900,"Reno, NV",Postsecondary nondegree award,"12,330",5.5,4.6,21.35,"44,420",1.7,13.02,16.32,20.48,25.62,30.92,"27,070","33,950","42,600","53,290","64,320"
  39900,"Reno, NV","Some college, no degree","4,500",2.0,4.3,18.49,"38,460",4.8,11.09,13.45,17.43,22.26,27.57,"23,070","27,980","36,250","46,290","57,350"
  39900,"Reno, NV",High school diploma or equivalent,"89,130",39.8,2.0,19.72,"41,010",1.3,10.11,12.81,17.20,24.00,31.87,"21,020","26,650","35,770","49,930","66,290"
  39900,"Reno, NV",No formal educational credential,"66,320",29.6,2.1,12.71,"26,440",1.3,8.18,9.11,11.25,14.43,19.27,"17,010","18,950","23,410","30,020","40,090"
  40060,"Richmond, VA",Doctoral or professional degree,"16,860",2.6,3.7,64.79,"134,770",5.5,22.90,32.25,51.35,82.38,#,"47,630","67,080","106,800","171,360",#
  40060,"Richmond, VA",Master's degree,"13,650",2.1,3.0,33.00,"68,640",2.4,16.52,21.40,29.69,41.44,54.05,"34,350","44,520","61,750","86,200","112,430"
  40060,"Richmond, VA",Bachelor's degree,"144,380",22.4,2.3,39.39,"81,930",1.8,19.09,25.14,34.09,47.40,64.50,"39,710","52,290","70,900","98,590","134,170"
  40060,"Richmond, VA",Associate's degree,"14,490",2.3,5.1,26.39,"54,890",2.0,13.99,18.25,25.13,32.55,41.40,"29,100","37,950","52,270","67,710","86,120"
  40060,"Richmond, VA",Postsecondary nondegree award,"41,550",6.5,3.0,19.67,"40,920",1.3,11.21,13.97,18.25,23.77,30.09,"23,310","29,060","37,950","49,440","62,590"
  40060,"Richmond, VA","Some college, no degree","15,800",2.5,3.1,18.64,"38,760",2.4,10.02,13.34,17.70,22.84,28.49,"20,830","27,740","36,810","47,510","59,260"
  40060,"Richmond, VA",High school diploma or equivalent,"247,840",38.5,1.4,19.94,"41,480",0.7,9.67,12.84,17.62,24.24,32.05,"20,120","26,710","36,640","50,420","66,670"
  40060,"Richmond, VA",No formal educational credential,"149,300",23.2,1.5,11.89,"24,730",0.9,8.05,8.84,10.54,13.64,18.02,"16,740","18,380","21,920","28,370","37,470"
  40140,"Riverside-San Bernardino-Ontario, CA",Doctoral or professional degree,"25,090",1.7,5.0,66.96,"139,280",3.3,29.85,42.34,58.90,77.93,#,"62,090","88,060","122,510","162,090",#
  40140,"Riverside-San Bernardino-Ontario, CA",Master's degree,"21,140",1.5,7.3,39.18,"81,500",2.9,15.92,22.49,38.47,53.79,62.99,"33,120","46,790","80,020","111,880","131,020"
  40140,"Riverside-San Bernardino-Ontario, CA",Bachelor's degree,"232,090",16.2,2.1,39.88,"82,940",1.1,18.01,24.98,36.36,48.34,63.04,"37,450","51,970","75,630","100,560","131,110"
  40140,"Riverside-San Bernardino-Ontario, CA",Associate's degree,"24,670",1.7,3.8,28.48,"59,230",1.9,13.78,18.31,27.10,36.90,46.60,"28,670","38,080","56,370","76,750","96,920"
  40140,"Riverside-San Bernardino-Ontario, CA",Postsecondary nondegree award,"91,960",6.4,2.4,21.37,"44,440",1.0,12.20,15.09,19.40,26.40,32.05,"25,380","31,380","40,360","54,910","66,660"
  40140,"Riverside-San Bernardino-Ontario, CA","Some college, no degree","36,980",2.6,5.9,18.31,"38,090",1.3,11.33,13.81,17.28,21.65,26.74,"23,560","28,720","35,940","45,020","55,620"
  40140,"Riverside-San Bernardino-Ontario, CA",High school diploma or equivalent,"576,790",40.2,1.3,19.97,"41,530",0.7,10.74,12.03,16.79,24.20,33.68,"22,340","25,020","34,920","50,330","70,040"
  40140,"Riverside-San Bernardino-Ontario, CA",No formal educational credential,"426,480",29.7,1.2,14.29,"29,710",0.7,10.34,10.80,11.90,15.44,21.69,"21,500","22,460","24,750","32,120","45,110"
  40220,"Roanoke, VA",Doctoral or professional degree,"4,410",2.9,4.8,66.55,"138,420",8.6,21.26,29.57,51.66,94.47,#,"44,220","61,510","107,460","196,500",#
  40220,"Roanoke, VA",Master's degree,"3,140",2.1,4.6,30.38,"63,190",3.2,16.08,19.49,27.05,40.19,49.16,"33,460","40,540","56,270","83,590","102,240"
  40220,"Roanoke, VA",Bachelor's degree,"25,350",16.6,4.0,33.44,"69,560",2.2,16.93,21.93,28.85,38.66,53.89,"35,210","45,620","60,000","80,420","112,080"
  40220,"Roanoke, VA",Associate's degree,"3,160",2.1,4.1,24.99,"51,970",3.3,12.15,16.85,24.46,32.06,38.50,"25,270","35,050","50,880","66,690","80,080"
  40220,"Roanoke, VA",Postsecondary nondegree award,"12,130",7.9,3.4,17.97,"37,380",2.0,10.38,12.83,16.91,21.78,27.47,"21,600","26,680","35,160","45,310","57,140"
  40220,"Roanoke, VA","Some college, no degree","3,740",2.5,5.8,15.34,"31,910",4.2,8.27,9.71,14.47,19.31,23.72,"17,190","20,190","30,100","40,170","49,340"
  40220,"Roanoke, VA",High school diploma or equivalent,"63,800",41.8,2.8,18.51,"38,500",1.1,9.77,12.45,16.49,21.98,29.49,"20,310","25,890","34,300","45,720","61,330"
  40220,"Roanoke, VA",No formal educational credential,"36,910",24.2,2.3,11.61,"24,150",1.5,8.03,8.75,10.28,13.26,17.13,"16,710","18,210","21,390","27,570","35,640"
  40340,"Rochester, MN",Doctoral or professional degree,**,**,**,81.36,"169,230",13.9,29.09,43.78,63.19,#,#,"60,510","91,070","131,440",#,#
  40340,"Rochester, MN",Master's degree,"3,660",3.2,24.4,48.84,"101,580",6.8,21.89,30.49,45.49,59.66,82.69,"45,530","63,420","94,630","124,100","171,990"
  40340,"Rochester, MN",Bachelor's degree,"27,390",23.9,24.7,37.75,"78,520",1.9,21.66,27.52,35.71,45.97,56.52,"45,050","57,230","74,280","95,620","117,550"
  40340,"Rochester, MN",Associate's degree,"2,690",2.3,32.2,30.44,"63,320",5.1,16.86,22.86,30.58,37.45,44.86,"35,070","47,540","63,620","77,900","93,320"
  40340,"Rochester, MN",Postsecondary nondegree award,"10,240",8.9,12.8,20.84,"43,350",2.6,12.99,16.23,20.22,24.40,30.22,"27,010","33,760","42,050","50,750","62,860"
  40340,"Rochester, MN","Some college, no degree","2,630",2.3,18.7,18.67,"38,830",5.2,10.80,13.64,17.17,22.91,29.04,"22,460","28,370","35,720","47,650","60,390"
  40340,"Rochester, MN",High school diploma or equivalent,"40,060",34.9,5.7,19.14,"39,810",1.8,10.56,13.05,17.58,23.31,29.92,"21,970","27,140","36,570","48,490","62,240"
  40340,"Rochester, MN",No formal educational credential,"22,700",19.8,3.3,13.00,"27,040",1.4,9.69,9.88,11.37,14.29,18.80,"20,150","20,560","23,640","29,720","39,100"
  40380,"Rochester, NY",Doctoral or professional degree,"16,380",3.2,7.1,53.80,"111,900",8.3,23.46,28.93,41.14,64.53,#,"48,810","60,180","85,580","134,210",#
  40380,"Rochester, NY",Master's degree,"12,210",2.4,4.2,35.97,"74,820",4.1,16.37,22.83,31.57,45.11,58.82,"34,050","47,500","65,660","93,830","122,340"
  40380,"Rochester, NY",Bachelor's degree,"110,990",21.8,2.5,37.90,"78,840",1.7,18.65,25.13,32.72,44.95,61.54,"38,800","52,280","68,050","93,500","128,000"
  40380,"Rochester, NY",Associate's degree,"13,920",2.7,3.1,23.85,"49,600",1.7,12.98,17.08,23.07,29.51,36.33,"27,000","35,520","47,980","61,370","75,570"
  40380,"Rochester, NY",Postsecondary nondegree award,"28,180",5.5,2.7,18.78,"39,060",1.4,11.08,13.65,17.31,22.50,28.88,"23,050","28,390","36,000","46,810","60,070"
  40380,"Rochester, NY","Some college, no degree","17,610",3.5,4.2,17.65,"36,710",2.2,9.84,11.92,15.97,21.21,27.21,"20,470","24,790","33,220","44,110","56,600"
  40380,"Rochester, NY",High school diploma or equivalent,"200,870",39.4,2.0,20.01,"41,620",1.1,10.59,12.98,17.52,24.29,32.26,"22,030","27,000","36,430","50,520","67,100"
  40380,"Rochester, NY",No formal educational credential,"109,850",21.5,1.4,13.10,"27,250",0.8,9.72,9.87,11.33,14.28,18.76,"20,220","20,540","23,560","29,700","39,020"
  40420,"Rockford, IL",Doctoral or professional degree,"2,460",1.7,6.2,68.67,"142,830",8.3,19.18,31.46,53.54,97.92,#,"39,880","65,430","111,360","203,660",#
  40420,"Rockford, IL",Master's degree,"1,920",1.3,6.6,36.16,"75,210",3.7,14.03,22.23,35.76,47.99,58.80,"29,190","46,240","74,380","99,830","122,300"
  40420,"Rockford, IL",Bachelor's degree,"25,380",17.7,3.3,36.11,"75,120",1.5,16.00,23.99,32.16,43.86,58.71,"33,280","49,890","66,890","91,230","122,120"
  40420,"Rockford, IL",Associate's degree,"3,230",2.3,5.9,26.25,"54,590",3.6,11.12,15.50,26.07,35.13,42.88,"23,130","32,240","54,220","73,070","89,180"
  40420,"Rockford, IL",Postsecondary nondegree award,"9,790",6.8,4.3,19.12,"39,770",2.3,10.75,13.32,17.37,23.56,30.48,"22,350","27,700","36,130","49,000","63,390"
  40420,"Rockford, IL","Some college, no degree","3,570",2.5,6.3,14.75,"30,680",2.4,9.13,10.41,13.24,17.60,22.57,"18,990","21,650","27,530","36,600","46,950"
  40420,"Rockford, IL",High school diploma or equivalent,"62,380",43.5,2.7,18.72,"38,940",1.6,9.93,12.14,16.63,23.03,29.97,"20,660","25,260","34,590","47,910","62,340"
  40420,"Rockford, IL",No formal educational credential,"34,730",24.2,3.1,12.55,"26,110",1.3,8.85,9.33,10.90,13.89,19.20,"18,420","19,410","22,680","28,880","39,940"
  40580,"Rocky Mount, NC",Doctoral or professional degree,"1,200",2.2,4.3,56.62,"117,780",10.4,24.25,28.74,37.20,70.65,#,"50,430","59,790","77,370","146,950",#
  40580,"Rocky Mount, NC",Master's degree,820,1.5,3.8,34.27,"71,280",4.2,20.28,24.28,29.38,41.77,55.63,"42,170","50,510","61,110","86,880","115,710"
  40580,"Rocky Mount, NC",Bachelor's degree,"8,160",14.8,1.7,31.26,"65,030",2.8,14.09,19.48,26.40,36.37,51.13,"29,310","40,520","54,910","75,650","106,360"
  40580,"Rocky Mount, NC",Associate's degree,"1,570",2.8,3.9,24.94,"51,880",4.0,11.76,19.29,26.33,31.01,36.40,"24,460","40,120","54,770","64,500","75,710"
  40580,"Rocky Mount, NC",Postsecondary nondegree award,"3,810",6.9,3.3,16.38,"34,070",3.1,8.75,11.15,14.50,20.07,27.61,"18,200","23,190","30,170","41,740","57,430"
  40580,"Rocky Mount, NC","Some college, no degree","1,140",2.1,5.2,16.22,"33,730",2.7,9.53,10.86,14.37,20.29,25.67,"19,820","22,580","29,900","42,210","53,390"
  40580,"Rocky Mount, NC",High school diploma or equivalent,"23,600",42.7,2.1,17.09,"35,540",1.2,9.23,12.03,15.16,20.10,27.55,"19,210","25,030","31,520","41,810","57,290"
  40580,"Rocky Mount, NC",No formal educational credential,"14,980",27.1,2.4,10.81,"22,480",1.7,7.95,8.55,9.61,12.06,15.52,"16,530","17,790","19,990","25,080","32,290"
  40660,"Rome, GA",Doctoral or professional degree,980,2.6,9.6,62.39,"129,780",8.8,21.66,30.42,46.94,79.86,#,"45,050","63,270","97,630","166,120",#
  40660,"Rome, GA",Master's degree,830,2.2,13.5,37.65,"78,300",7.1,16.07,23.99,35.26,47.94,60.95,"33,430","49,900","73,340","99,720","126,780"
  40660,"Rome, GA",Bachelor's degree,"6,830",18.4,5.3,32.77,"68,160",3.3,16.11,21.20,28.54,37.33,52.18,"33,520","44,100","59,370","77,650","108,540"
  40660,"Rome, GA",Associate's degree,790,2.1,9.8,23.64,"49,170",4.1,12.41,17.07,23.35,29.79,36.31,"25,810","35,490","48,580","61,970","75,510"
  40660,"Rome, GA",Postsecondary nondegree award,"2,760",7.4,5.1,17.08,"35,520",2.3,10.19,12.77,15.90,20.60,25.35,"21,200","26,550","33,070","42,850","52,730"
  40660,"Rome, GA","Some college, no degree",780,2.1,10.0,14.83,"30,840",6.1,8.03,8.95,12.77,18.42,24.19,"16,690","18,620","26,570","38,320","50,320"
  40660,"Rome, GA",High school diploma or equivalent,"14,550",39.3,2.7,17.01,"35,370",2.5,9.27,11.40,14.84,19.98,28.61,"19,290","23,720","30,860","41,560","59,500"
  40660,"Rome, GA",No formal educational credential,"9,550",25.8,4.6,10.97,"22,810",2.2,7.93,8.53,9.59,12.32,15.55,"16,480","17,740","19,940","25,620","32,350"
  40900,"Sacramento--Roseville--Arden-Arcade, CA",Doctoral or professional degree,"24,090",2.5,5.9,64.10,"133,320",3.7,27.85,39.47,55.40,76.71,#,"57,930","82,100","115,230","159,560",#
  40900,"Sacramento--Roseville--Arden-Arcade, CA",Master's degree,"16,620",1.7,5.1,38.38,"79,830",2.5,15.71,23.69,36.73,49.41,61.33,"32,670","49,260","76,400","102,770","127,560"
  40900,"Sacramento--Roseville--Arden-Arcade, CA",Bachelor's degree,"241,190",25.1,1.5,41.99,"87,330",1.1,19.55,27.26,37.90,51.53,68.59,"40,670","56,710","78,840","107,180","142,670"
  40900,"Sacramento--Roseville--Arden-Arcade, CA",Associate's degree,"22,090",2.3,3.3,30.00,"62,400",2.9,12.75,16.38,27.19,41.36,51.98,"26,520","34,080","56,560","86,020","108,110"
  40900,"Sacramento--Roseville--Arden-Arcade, CA",Postsecondary nondegree award,"50,230",5.2,2.6,22.32,"46,420",1.4,12.33,15.60,20.59,26.93,34.66,"25,650","32,450","42,830","56,020","72,100"
  40900,"Sacramento--Roseville--Arden-Arcade, CA","Some college, no degree","24,070",2.5,3.2,19.66,"40,900",1.2,12.27,14.24,17.96,23.30,29.51,"25,520","29,630","37,350","48,470","61,390"
  40900,"Sacramento--Roseville--Arden-Arcade, CA",High school diploma or equivalent,"353,530",36.8,1.2,21.31,"44,330",1.0,10.86,12.58,18.16,26.08,36.38,"22,580","26,160","37,770","54,240","75,680"
  40900,"Sacramento--Roseville--Arden-Arcade, CA",No formal educational credential,"228,380",23.8,1.6,14.48,"30,120",0.8,10.34,10.87,11.98,16.03,22.15,"21,500","22,600","24,910","33,340","46,080"
  40980,"Saginaw, MI",Doctoral or professional degree,"1,930",2.3,7.0,65.13,"135,470",11.3,25.58,32.30,48.02,85.34,#,"53,200","67,180","99,870","177,510",#
  40980,"Saginaw, MI",Master's degree,"1,310",1.5,6.9,34.67,"72,120",5.7,15.71,21.63,31.57,43.45,58.72,"32,670","44,990","65,670","90,380","122,130"
  40980,"Saginaw, MI",Bachelor's degree,"13,080",15.4,3.7,33.66,"70,010",1.5,16.87,24.48,30.57,38.17,51.50,"35,080","50,910","63,590","79,390","107,120"
  40980,"Saginaw, MI",Associate's degree,"1,650",1.9,6.3,24.12,"50,180",2.9,13.40,17.84,23.88,28.79,34.43,"27,880","37,110","49,660","59,880","71,610"
  40980,"Saginaw, MI",Postsecondary nondegree award,"7,150",8.4,12.7,18.64,"38,770",3.6,10.59,12.83,17.02,24.07,29.16,"22,020","26,690","35,410","50,060","60,660"
  40980,"Saginaw, MI","Some college, no degree","1,550",1.8,8.0,15.66,"32,580",2.8,9.36,11.02,14.32,18.47,23.52,"19,460","22,920","29,780","38,410","48,910"
  40980,"Saginaw, MI",High school diploma or equivalent,"35,220",41.4,6.8,18.27,"38,000",2.0,9.65,11.55,16.07,22.43,29.54,"20,060","24,030","33,420","46,650","61,440"
  40980,"Saginaw, MI",No formal educational credential,"23,280",27.3,4.5,12.34,"25,670",1.7,9.05,9.29,10.42,13.74,18.10,"18,830","19,330","21,680","28,570","37,650"
  41420,"Salem, OR",Doctoral or professional degree,"3,870",2.3,14.1,62.94,"130,910",7.1,25.76,33.70,49.83,73.44,#,"53,570","70,090","103,640","152,750",#
  41420,"Salem, OR",Master's degree,"3,370",2.0,6.9,36.95,"76,860",3.1,20.02,25.99,35.24,45.20,54.73,"41,640","54,050","73,300","94,010","113,840"
  41420,"Salem, OR",Bachelor's degree,"34,030",20.6,2.6,35.95,"74,790",1.8,18.01,25.09,34.51,43.81,52.85,"37,470","52,180","71,780","91,130","109,930"
  41420,"Salem, OR",Associate's degree,"3,320",2.0,5.7,26.43,"54,980",3.9,12.77,17.68,24.88,34.05,40.07,"26,560","36,770","51,740","70,820","83,340"
  41420,"Salem, OR",Postsecondary nondegree award,"9,810",5.9,4.4,20.20,"42,010",2.3,11.68,14.96,19.40,24.08,29.58,"24,290","31,120","40,350","50,080","61,520"
  41420,"Salem, OR","Some college, no degree","5,300",3.2,3.9,18.25,"37,950",2.0,10.90,13.76,17.67,21.97,25.90,"22,670","28,630","36,750","45,690","53,870"
  41420,"Salem, OR",High school diploma or equivalent,"62,060",37.5,1.8,19.28,"40,090",1.3,10.90,13.14,17.22,22.97,30.29,"22,660","27,320","35,810","47,780","62,990"
  41420,"Salem, OR",No formal educational credential,"43,810",26.5,2.0,13.55,"28,190",1.2,9.95,10.64,11.80,14.83,19.43,"20,700","22,130","24,540","30,850","40,420"
  41500,"Salinas, CA",Doctoral or professional degree,"3,460",2.0,14.3,57.37,"119,330",7.5,22.70,30.84,50.74,69.48,#,"47,220","64,140","105,530","144,510",#
  41500,"Salinas, CA",Master's degree,"2,290",1.3,6.8,40.86,"84,990",3.5,17.32,23.47,41.26,55.40,63.29,"36,030","48,820","85,810","115,240","131,640"
  41500,"Salinas, CA",Bachelor's degree,"27,810",16.2,3.2,43.14,"89,730",2.9,18.26,26.72,37.07,53.08,75.29,"37,970","55,580","77,110","110,420","156,600"
  41500,"Salinas, CA",Associate's degree,"2,590",1.5,9.3,29.08,"60,490",5.5,12.98,17.05,25.50,40.09,50.44,"27,000","35,450","53,030","83,390","104,920"
  41500,"Salinas, CA",Postsecondary nondegree award,"8,500",4.9,7.2,23.27,"48,400",3.8,11.91,15.81,21.47,29.33,36.99,"24,780","32,890","44,660","61,000","76,940"
  41500,"Salinas, CA","Some college, no degree","3,990",2.3,9.1,19.23,"40,000",3.6,10.22,13.45,17.99,23.29,29.14,"21,260","27,970","37,410","48,450","60,610"
  41500,"Salinas, CA",High school diploma or equivalent,"51,090",29.7,3.8,22.64,"47,100",3.0,11.25,13.86,19.02,28.32,38.79,"23,390","28,840","39,570","58,900","80,680"
  41500,"Salinas, CA",No formal educational credential,"72,140",42.0,2.9,13.86,"28,820",0.9,10.34,10.97,12.11,15.26,19.21,"21,510","22,810","25,190","31,750","39,950"
  41540,"Salisbury, MD-DE",Doctoral or professional degree,"3,760",2.4,6.3,61.73,"128,390",7.0,25.12,34.57,46.52,73.89,#,"52,250","71,900","96,760","153,690",#
  41540,"Salisbury, MD-DE",Master's degree,"3,050",1.9,5.5,32.19,"66,960",5.4,12.11,20.10,29.46,42.17,56.73,"25,180","41,800","61,270","87,710","118,010"
  41540,"Salisbury, MD-DE",Bachelor's degree,"22,710",14.4,2.5,34.66,"72,100",2.2,13.97,22.54,30.73,40.96,56.37,"29,060","46,880","63,920","85,200","117,250"
  41540,"Salisbury, MD-DE",Associate's degree,"3,450",2.2,3.6,25.38,"52,800",3.2,12.16,15.86,24.31,33.12,39.40,"25,300","32,980","50,560","68,900","81,950"
  41540,"Salisbury, MD-DE",Postsecondary nondegree award,"10,630",6.7,4.0,19.00,"39,510",1.8,11.01,13.58,17.27,22.89,29.75,"22,910","28,250","35,920","47,610","61,880"
  41540,"Salisbury, MD-DE","Some college, no degree","3,600",2.3,5.0,16.55,"34,420",2.1,9.35,12.38,15.77,20.06,24.48,"19,440","25,750","32,800","41,730","50,920"
  41540,"Salisbury, MD-DE",High school diploma or equivalent,"57,850",36.6,2.1,18.56,"38,610",1.1,9.99,12.20,16.48,22.45,29.56,"20,780","25,370","34,270","46,710","61,480"
  41540,"Salisbury, MD-DE",No formal educational credential,"52,930",33.5,2.4,12.08,"25,120",0.9,8.99,9.44,10.99,13.56,16.55,"18,700","19,630","22,860","28,190","34,410"
  41620,"Salt Lake City, UT",Doctoral or professional degree,"17,620",2.5,2.7,61.26,"127,420",6.1,19.70,27.93,47.73,80.83,#,"40,980","58,100","99,280","168,120",#
  41620,"Salt Lake City, UT",Master's degree,"11,760",1.7,4.1,33.84,"70,390",3.2,16.50,22.00,31.16,43.39,54.75,"34,320","45,760","64,820","90,240","113,870"
  41620,"Salt Lake City, UT",Bachelor's degree,"168,250",24.2,1.3,37.82,"78,660",1.2,16.84,23.60,32.58,46.09,63.91,"35,020","49,080","67,760","95,870","132,930"
  41620,"Salt Lake City, UT",Associate's degree,"15,220",2.2,3.4,26.39,"54,880",2.4,13.14,17.55,25.27,33.15,40.04,"27,330","36,510","52,560","68,940","83,280"
  41620,"Salt Lake City, UT",Postsecondary nondegree award,"38,880",5.6,6.0,19.67,"40,910",1.3,10.58,13.24,17.78,24.55,30.79,"22,000","27,530","36,970","51,060","64,030"
  41620,"Salt Lake City, UT","Some college, no degree","19,990",2.9,4.9,18.40,"38,270",2.3,9.56,11.69,16.57,22.89,30.25,"19,880","24,320","34,460","47,610","62,910"
  41620,"Salt Lake City, UT",High school diploma or equivalent,"280,390",40.3,1.5,19.29,"40,110",0.6,10.41,12.90,16.88,23.27,30.41,"21,660","26,830","35,110","48,390","63,260"
  41620,"Salt Lake City, UT",No formal educational credential,"142,940",20.6,1.4,12.65,"26,310",0.9,8.22,9.20,11.24,14.58,18.87,"17,090","19,140","23,390","30,340","39,250"
  41660,"San Angelo, TX",Doctoral or professional degree,970,2.1,7.7,51.02,"106,120",15.8,8.83,23.53,37.22,64.86,#,"18,360","48,950","77,410","134,910",#
  41660,"San Angelo, TX",Master's degree,650,1.4,4.9,30.65,"63,760",2.4,17.42,22.77,28.74,36.85,46.03,"36,240","47,370","59,790","76,650","95,750"
  41660,"San Angelo, TX",Bachelor's degree,"7,370",16.0,4.6,30.42,"63,270",5.3,13.07,19.89,26.59,36.30,49.09,"27,190","41,380","55,300","75,500","102,100"
  41660,"San Angelo, TX",Associate's degree,"1,050",2.3,10.9,25.58,"53,200",3.8,13.12,17.34,23.88,31.89,39.27,"27,280","36,060","49,680","66,330","81,680"
  41660,"San Angelo, TX",Postsecondary nondegree award,"3,340",7.3,5.3,18.82,"39,150",1.8,11.10,13.96,17.94,22.49,27.45,"23,080","29,030","37,300","46,780","57,100"
  41660,"San Angelo, TX","Some college, no degree",**,**,**,15.82,"32,910",3.8,9.90,11.45,15.13,18.78,23.70,"20,600","23,810","31,480","39,060","49,290"
  41660,"San Angelo, TX",High school diploma or equivalent,"19,020",41.4,4.7,17.59,"36,590",1.8,9.17,11.50,14.96,20.62,28.89,"19,070","23,910","31,120","42,880","60,090"
  41660,"San Angelo, TX",No formal educational credential,"12,670",27.5,3.0,11.21,"23,320",1.4,8.03,8.73,10.06,12.34,15.99,"16,700","18,170","20,930","25,670","33,270"
  41700,"San Antonio-New Braunfels, TX",Doctoral or professional degree,"21,590",2.2,7.5,65.25,"135,720",5.7,24.94,30.97,51.23,86.49,#,"51,870","64,410","106,570","179,900",#
  41700,"San Antonio-New Braunfels, TX",Master's degree,"15,760",1.6,5.4,36.82,"76,590",3.0,18.41,26.30,34.05,44.92,56.53,"38,300","54,710","70,820","93,440","117,580"
  41700,"San Antonio-New Braunfels, TX",Bachelor's degree,"196,800",19.6,2.3,38.04,"79,120",1.8,17.73,25.13,32.49,45.19,62.36,"36,880","52,280","67,570","93,990","129,710"
  41700,"San Antonio-New Braunfels, TX",Associate's degree,"24,670",2.5,4.1,25.86,"53,790",2.2,12.59,17.29,25.13,32.34,39.98,"26,180","35,950","52,270","67,260","83,160"
