area,area_name,education_category,tot_emp,pct_total ,emp_prse,h_mean,a_mean,mean_prse ,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90
  17300,"Clarksville, TN-KY","Some college, no degree","1,800",2.1,5.6,15.45,"32,140",3.1,9.64,11.31,14.17,18.08,23.81,"20,060","23,520","29,470","37,600","49,530"
  17300,"Clarksville, TN-KY",High school diploma or equivalent,"36,360",43.3,2.7,16.91,"35,180",1.4,9.07,11.35,15.31,20.30,26.68,"18,870","23,610","31,830","42,220","55,490"
  17300,"Clarksville, TN-KY",No formal educational credential,"21,330",25.4,3.6,10.97,"22,810",1.6,7.92,8.50,9.48,12.01,15.86,"16,480","17,670","19,710","24,980","32,990"
  17420,"Cleveland, TN",Doctoral or professional degree,790,1.7,4.8,46.08,"95,850",17.5,8.29,17.81,30.10,56.61,#,"17,240","37,050","62,610","117,750",#
  17420,"Cleveland, TN",Master's degree,"1,050",2.3,4.0,23.99,"49,910",13.1,9.43,10.69,18.42,34.39,48.30,"19,620","22,220","38,300","71,520","100,460"
  17420,"Cleveland, TN",Bachelor's degree,"6,090",13.3,5.7,31.16,"64,820",5.2,10.41,19.35,26.04,36.61,57.21,"21,650","40,240","54,160","76,160","119,000"
  17420,"Cleveland, TN",Associate's degree,850,1.9,11.4,24.85,"51,690",4.9,11.48,16.27,24.15,30.72,38.33,"23,880","33,830","50,230","63,890","79,730"
  17420,"Cleveland, TN",Postsecondary nondegree award,"2,760",6.0,7.7,19.05,"39,620",5.4,10.77,13.33,16.98,23.18,31.00,"22,390","27,720","35,320","48,210","64,480"
  17420,"Cleveland, TN","Some college, no degree",830,1.8,6.2,13.54,"28,170",4.4,8.09,9.10,12.70,16.16,20.86,"16,830","18,940","26,410","33,610","43,380"
  17420,"Cleveland, TN",High school diploma or equivalent,"21,850",47.8,15.6,16.40,"34,120",2.0,9.58,11.42,14.71,19.22,25.66,"19,920","23,760","30,590","39,970","53,380"
  17420,"Cleveland, TN",No formal educational credential,"11,480",25.1,28.2,11.56,"24,040",1.8,7.96,8.62,9.89,12.85,17.39,"16,560","17,930","20,570","26,720","36,170"
  17460,"Cleveland-Elyria, OH",Doctoral or professional degree,"27,590",2.7,5.7,56.93,"118,410",4.5,19.59,29.05,44.94,73.22,#,"40,750","60,430","93,480","152,290",#
  17460,"Cleveland-Elyria, OH",Master's degree,"21,080",2.0,13.4,35.94,"74,760",1.9,17.87,24.49,32.59,45.56,57.84,"37,170","50,950","67,790","94,760","120,310"
  17460,"Cleveland-Elyria, OH",Bachelor's degree,"229,090",22.3,2.9,37.44,"77,880",1.2,17.88,25.23,33.22,44.16,60.51,"37,190","52,470","69,090","91,860","125,870"
  17460,"Cleveland-Elyria, OH",Associate's degree,"24,610",2.4,3.5,26.37,"54,860",3.0,12.92,18.37,25.79,31.80,38.62,"26,870","38,210","53,640","66,140","80,330"
  17460,"Cleveland-Elyria, OH",Postsecondary nondegree award,"66,060",6.4,2.3,19.15,"39,840",1.3,10.68,13.36,17.77,23.81,30.00,"22,200","27,800","36,960","49,530","62,390"
  17460,"Cleveland-Elyria, OH","Some college, no degree","24,360",2.4,5.1,18.18,"37,820",1.5,9.87,12.85,17.23,22.06,27.68,"20,540","26,720","35,830","45,890","57,570"
  17460,"Cleveland-Elyria, OH",High school diploma or equivalent,"409,880",39.8,1.4,19.65,"40,880",0.6,9.84,12.45,17.32,24.16,31.74,"20,460","25,900","36,020","50,260","66,010"
  17460,"Cleveland-Elyria, OH",No formal educational credential,"226,550",22.0,1.2,12.81,"26,650",1.3,8.73,9.17,10.49,14.04,19.28,"18,150","19,070","21,810","29,210","40,090"
  17660,"Coeur d'Alene, ID",Doctoral or professional degree,"1,200",2.0,13.1,68.55,"142,570",10.1,25.07,30.89,45.87,#,#,"52,140","64,260","95,400",#,#
  17660,"Coeur d'Alene, ID",Master's degree,"1,110",1.9,10.6,27.44,"57,080",8.1,9.77,15.73,23.90,36.30,49.76,"20,330","32,710","49,710","75,500","103,500"
  17660,"Coeur d'Alene, ID",Bachelor's degree,"9,800",16.4,8.6,31.64,"65,820",3.8,10.90,19.53,28.20,38.40,50.99,"22,670","40,630","58,650","79,870","106,060"
  17660,"Coeur d'Alene, ID",Associate's degree,"1,180",2.0,10.7,24.16,"50,260",5.8,11.33,14.71,23.39,31.14,39.85,"23,570","30,600","48,640","64,780","82,890"
  17660,"Coeur d'Alene, ID",Postsecondary nondegree award,"3,980",6.7,9.5,17.89,"37,210",2.1,10.96,13.21,16.53,21.54,27.10,"22,800","27,470","34,380","44,800","56,370"
  17660,"Coeur d'Alene, ID","Some college, no degree","1,530",2.6,8.4,15.83,"32,920",3.6,9.38,11.15,14.48,19.11,24.40,"19,510","23,180","30,110","39,760","50,740"
  17660,"Coeur d'Alene, ID",High school diploma or equivalent,"24,700",41.4,2.6,17.57,"36,540",1.7,9.89,11.86,15.58,20.53,28.04,"20,570","24,660","32,410","42,690","58,320"
  17660,"Coeur d'Alene, ID",No formal educational credential,"16,200",27.1,3.9,12.63,"26,270",1.8,8.13,9.02,11.04,14.62,19.20,"16,910","18,760","22,970","30,410","39,930"
  17780,"College Station-Bryan, TX",Doctoral or professional degree,"5,340",4.8,5.4,57.77,"120,160",3.4,22.29,32.44,52.72,74.12,99.77,"46,370","67,480","109,650","154,170","207,510"
  17780,"College Station-Bryan, TX",Master's degree,"2,390",2.1,4.1,35.46,"73,760",4.0,16.32,20.37,27.40,39.32,62.46,"33,940","42,360","56,990","81,790","129,920"
  17780,"College Station-Bryan, TX",Bachelor's degree,"20,780",18.6,2.5,31.12,"64,740",4.6,13.46,20.09,25.44,36.62,52.63,"27,990","41,780","52,920","76,180","109,470"
  17780,"College Station-Bryan, TX",Associate's degree,"2,720",2.4,6.0,22.01,"45,790",3.1,11.16,14.79,20.88,27.92,35.71,"23,210","30,770","43,440","58,080","74,270"
  17780,"College Station-Bryan, TX",Postsecondary nondegree award,"5,550",5.0,6.1,17.93,"37,300",2.5,10.25,12.48,16.34,21.73,28.51,"21,330","25,950","33,990","45,210","59,290"
  17780,"College Station-Bryan, TX","Some college, no degree","2,660",2.4,4.6,15.94,"33,160",7.1,8.21,9.30,13.80,19.62,26.31,"17,080","19,350","28,710","40,810","54,730"
  17780,"College Station-Bryan, TX",High school diploma or equivalent,"42,000",37.6,2.9,17.08,"35,530",4.4,8.68,10.34,14.66,20.62,29.00,"18,060","21,510","30,500","42,900","60,320"
  17780,"College Station-Bryan, TX",No formal educational credential,"30,350",27.1,2.2,11.38,"23,670",2.3,8.03,8.78,10.36,12.90,15.56,"16,710","18,270","21,540","26,820","32,370"
  17820,"Colorado Springs, CO",Doctoral or professional degree,"5,890",2.1,3.7,57.23,"119,050",7.2,19.73,28.82,43.55,74.62,#,"41,030","59,950","90,580","155,200",#
  17820,"Colorado Springs, CO",Master's degree,"6,750",2.5,3.7,35.48,"73,800",3.3,16.04,21.96,32.51,44.70,56.36,"33,360","45,690","67,620","92,970","117,220"
  17820,"Colorado Springs, CO",Bachelor's degree,"67,400",24.5,1.9,38.97,"81,060",1.3,17.90,24.11,34.52,48.53,65.00,"37,220","50,150","71,810","100,940","135,190"
  17820,"Colorado Springs, CO",Associate's degree,"6,890",2.5,4.7,25.72,"53,500",2.9,13.00,16.71,24.03,32.79,41.64,"27,040","34,760","49,970","68,200","86,600"
  17820,"Colorado Springs, CO",Postsecondary nondegree award,"16,030",5.8,3.2,19.06,"39,640",1.7,11.26,13.63,17.26,23.26,29.76,"23,420","28,350","35,910","48,370","61,910"
  17820,"Colorado Springs, CO","Some college, no degree","6,920",2.5,4.1,18.26,"37,990",3.4,10.24,12.34,15.63,21.51,30.13,"21,310","25,660","32,500","44,730","62,670"
  17820,"Colorado Springs, CO",High school diploma or equivalent,"98,050",35.7,2.1,19.83,"41,250",1.4,10.06,12.45,17.16,23.72,31.65,"20,920","25,890","35,700","49,330","65,830"
  17820,"Colorado Springs, CO",No formal educational credential,"66,940",24.4,2.2,12.84,"26,710",1.0,9.38,9.62,11.11,14.45,18.81,"19,510","20,000","23,110","30,050","39,120"
  17860,"Columbia, MO",Doctoral or professional degree,"4,710",5.1,3.8,64.17,"133,480",7.3,23.90,32.66,49.43,85.13,#,"49,700","67,930","102,820","177,060",#
  17860,"Columbia, MO",Master's degree,"2,770",3.0,4.4,33.32,"69,290",3.7,13.82,18.08,26.19,40.83,64.65,"28,740","37,600","54,480","84,930","134,480"
